time,tip_u_z,elbow_u_z
16.563735,-9.233829836008461,-1.45173128158737
16.813735,-8.860350704748205,-1.646393275335171
16.847290,-8.799076866548308,-1.673180099155438
16.878098,-8.746554314541724,-1.69220205478699
16.928303,-8.655422769476028,-1.723936837651454
16.989015,-8.540105176333677,-1.75935403100091
17.075135,-8.366027507789049,-1.801426680524814
17.205058,-8.079324789125495,-1.849986718771242
17.388849,-7.627353339433356,-1.883123584785708
17.607111,-7.043374160694139,-1.873420807693738
17.647875,-6.930992899448804,-1.867131628277538
17.684897,-6.830990231586762,-1.859354352080726
17.735235,-6.693867410795039,-1.84842117840829
17.803831,-6.510248306197471,-1.831699714668055
17.898170,-6.263289293195058,-1.806732654923535
18.022400,-5.94956364889276,-1.776075730509544
18.170311,-5.596433703482516,-1.745111742036089
18.344921,-5.201232160914602,-1.720606025288752
18.524427,-4.805111212549959,-1.709277730653038
18.628067,-4.57177131734263,-1.710983488580619
18.722384,-4.349371684130094,-1.71992636250646
18.825427,-4.092788238478455,-1.739083298747953
18.967951,-3.704976683855681,-1.784148310370604
19.160149,-3.10897503564785,-1.879303710927824
19.185854,-3.02136537521591,-1.894015804135414
19.209348,-2.941219595557444,-1.90921194130139
19.241053,-2.829628792722945,-1.929809367179353
19.287520,-2.660614951447182,-1.961744490678708
19.346833,-2.438060251896843,-2.00536641427074
19.438189,-2.076170434208856,-2.077592726482116
19.565088,-1.540633327799472,-2.187204411227518
19.595981,-1.404540099929887,-2.214362981619763
19.624607,-1.277202277774249,-2.241109369948906
19.671315,-1.065706504669004,-2.284796704780582
19.733325,-0.7795014032627863,-2.344084704144834
19.815361,-0.3937232409714811,-2.424515312399072
19.925355,0.131779430550472,-2.53390289404406
19.950606,0.2518117076489191,-2.558035748799479
19.974176,0.3649670551803629,-2.582267168818214
20.008572,0.5295796150978797,-2.616538128066302
20.064861,0.7976381192411086,-2.672419234869846
20.136453,1.134009332902106,-2.743358057182883
20.241504,1.615928191595711,-2.845333200241908
20.280878,1.789620148631219,-2.881538064606362
20.316479,1.945546602843224,-2.915138642308623
20.364110,2.150477839513893,-2.95858291855781
20.439970,2.465803717886769,-3.024892797991209
20.549968,2.899787298029558,-3.113144391834136
20.682355,3.383256326919947,-3.200134217388777
20.705292,3.459073206218999,-3.210264997080019
20.726416,3.532524322013626,-3.22239156651116
20.754060,3.624519794820417,-3.234785232128842
20.797388,3.766653831999977,-3.252403017635092
20.854661,3.947580791343778,-3.270158386892918
20.945214,4.218686244510454,-3.284550590909698
21.077206,4.582344334944005,-3.273137387064967
21.128523,4.710320880394772,-3.256155634266174
21.175181,4.825170161521997,-3.236637870450378
21.232793,4.961327521525773,-3.205265471227122
21.338108,5.195097228280057,-3.127021476869403
21.507403,5.532665010106981,-2.944967153003966
21.536189,5.579822940207361,-2.90401849323274
21.562761,5.627960976443253,-2.868365319229327
21.604224,5.699403560450184,-2.80700862227742
21.660243,5.791595899431274,-2.718375742640003
21.736648,5.908305572758274,-2.585671928410785
21.863436,6.080721302052382,-2.33746887838725
22.047756,6.2816489820917,-1.917869621470674
22.074941,6.301423814610621,-1.846791305414481
22.100050,6.324638463746052,-1.784764050116116
22.136081,6.353665071329774,-1.691681219800627
22.183695,6.390252379195699,-1.565567791109416
22.245105,6.43263118901913,-1.398328896726761
22.341699,6.488251676677846,-1.125379917542208
22.492710,6.551334454901771,-0.6789811071652614
22.698400,6.585031532297533,-0.04059106936918844
22.716683,6.57818247342936,0.01957372993563646
22.733625,6.580935779374166,0.07181935536592371
22.754616,6.578241096051682,0.1410873990977753
22.781505,6.576216055971359,0.2267550857163295
22.818520,6.569865843930345,0.3473479424630556
22.867542,6.562675684150218,0.5075225790418199
22.931058,6.545510837979591,0.7184148622869779
23.016201,6.52047442140423,1.005254482747409
23.130922,6.480804611038661,1.399216470160334
23.279982,6.431967961519313,1.920408836599412
23.443966,6.39298585528911,2.497509600988588
23.483384,6.385557620896579,2.634689349137247
23.520138,6.381692806198562,2.763666019128998
23.570212,6.377100687444129,2.936574099301763
23.640839,6.375714872571399,3.178872044696143
23.747481,6.377980167187101,3.535909947374416
23.906162,6.393450627000876,4.042578507332797
24.099962,6.419857892638556,4.605088218587047
24.148317,6.427629015198121,4.731366123640296
24.192487,6.434548699676086,4.845138365172621
24.252019,6.443525229827481,4.989606674598755
24.340775,6.459856538431964,5.189926872641868
24.473644,6.484769865738258,5.452189133407239
24.682863,6.53505149295908,5.775482024997123
24.932863,6.616344883097491,6.016208167971247
25.085769,6.67966295108948,6.086923054399644
25.223488,6.741907567142628,6.109541690434686
25.373227,6.817961223145881,6.094670431562634
25.603448,6.948259144744867,6.008198225967408
25.853448,7.090739701595979,5.842280993997017
26.103448,7.183768946340382,5.619555303213268
26.353448,7.159148444912834,5.354220425333296
26.603448,6.96788711446332,5.046042566507534
26.853448,6.598888449201604,4.691946537410382
27.103448,6.065289802347481,4.309394809731257
27.353448,5.405488968833677,3.940232378150743
27.502355,4.978707548077201,3.743905625905403
27.637923,4.586560486753123,3.58735724671471
27.781109,4.179918968688097,3.441820479131203
27.974394,3.656967722234869,3.264217588724887
28.210101,3.071374375870239,3.044244973708651
28.255523,2.969300023472032,2.99681329616499
28.297707,2.872763936339698,2.952446880221482
28.352610,2.748733124483867,2.893127338641399
28.431492,2.580136412524261,2.800906794746015
28.542792,2.350186499248237,2.65922931864798
28.689092,2.069294703765816,2.449817455801646
28.868149,1.754562641048319,2.160102563186723
28.958729,1.608287047493304,1.999800907008553
29.042010,1.477935547411614,1.846435507198617
29.141087,1.331252851241263,1.656251789975238
29.290726,1.12214729234479,1.355584515776398
29.486615,0.8639845254293914,0.9437994736682711
29.533102,0.8032023887458095,0.8436508186692611
29.575496,0.7482784976311379,0.7523583014384392
29.625617,0.6827169913355638,0.6433325844039195
29.697568,0.5882009916548961,0.4860139206481305
29.788659,0.4652402264886523,0.2848923661421928
29.904149,0.3029162145878667,0.02622955744577726
30.000000,0.1598834081927912,-0.1917647068177617
