CL1,CD1,CM1,CL2,CD2,CM2,CL3,CD3,CM3,CL4,CD4,CM4
0.46716,3.3544,-0.05452,0.35504,2.9408,-0.12351,0.41154,2.1544,0.14565,0.72664,3.3651,-0.08643
0.37289,3.2485,-0.01702,0.34684,3.0889,-0.08713,0.55737,2.5793,0.2364,0.65118,3.366,-0.05597
0.31158,3.3706,0.0223,0.29864,2.9477,-0.03874,0.44138,3.1273,0.26649,0.57245,3.4619,-0.03357
0.20926,3.2104,0.05499,0.23648,2.9083,-0.01235,0.2087,3.4144,0.24338,0.51541,3.513,0.00745
0.11224,3.0674,0.07799,0.19691,2.8239,0.01612,-0.04679,3.5121,0.20313,0.24826,3.563,-0.02624
0.05183,2.8751,0.10512,0.13269,2.7433,0.03963,-0.43453,3.346,0.06804,-0.14801,3.3077,-0.14907
-0.09073,2.8772,0.10503,0.03469,2.6803,0.05139,-0.90103,2.9279,-0.17278,-0.54354,2.8315,-0.31656
-0.22105,2.6741,0.10631,-0.05264,2.56,0.06169,-1.2073,2.3367,-0.43522,-0.80766,2.297,-0.47238
-0.38857,2.5331,0.0779,-0.12204,2.3003,0.0564,-1.0118,1.8843,-0.40805,-0.8532,1.8598,-0.58318
-0.68451,2.1179,-0.12648,-0.23093,1.9186,-0.03578,-0.54605,1.482,-0.26434,-0.60563,1.5987,-0.57866
-0.93626,2.0329,-0.31168,-0.77753,1.6591,-0.43954,0.09856,1.4658,-0.00646,-0.2823,1.6919,-0.48841
-0.26937,2.0371,0.19707,-0.28504,1.8054,0.0027,0.47849,1.8352,0.40668,-0.04103,2.1915,-0.13028
0.46274,2.105,0.75938,0.21911,1.8125,0.4261,0.37019,2.2971,0.8087,-0.08177,2.4489,0.24426
1.0478,2.1751,1.2438,0.71767,1.8176,0.85009,0.45183,2.4311,1.1335,0.15292,2.3435,0.54192
1.4632,2.1792,1.6177,1.0613,2.043,1.3043,0.76733,2.3325,1.4016,0.58995,2.4552,1.0171
1.556,2.2134,1.8523,1.3483,2.1539,1.682,1.0264,2.2913,1.656,0.93495,2.4881,1.4332
1.653,2.3068,2.0171,1.5799,2.2447,1.8759,1.3186,2.3425,1.885,2.0718,2.1386,1.8319
1.758,2.4036,2.1365,1.657,2.3935,2.0709,1.3663,2.3745,1.9828,2.9731,1.3313,1.6605
1.7389,2.4321,2.1618,1.6496,2.3979,2.0688,1.3842,2.3892,2.0259,2.7549,1.064,1.4236
1.6703,2.394,2.087,1.6041,2.488,2.0817,1.3924,2.3782,1.9983,3.0757,1.1109,1.561
2.2797,2.1128,1.8921,1.576,2.6564,2.137,1.3442,2.3712,1.9251,3.5084,1.3595,1.7554
2.472,1.9322,1.7408,1.644,2.2641,1.7766,1.2152,2.3764,1.8251,2.2011,2.2959,2.0582
2.2322,2.0739,1.6974,2.0662,1.9904,1.5249,2.2812,1.706,1.2594,2.7552,1.9608,1.8183
1.8563,2.1175,1.5971,2.0095,1.9635,1.3315,1.907,1.8062,1.1908,2.2933,1.9581,1.7259
0.97844,2.0125,1.4875,1.1519,2.8693,1.7162,1.2287,2.0691,1.2406,1.6541,1.9771,1.6834
0.65415,1.7344,1.1803,0.66177,3.3647,1.8869,0.69685,2.7578,1.595,1.1913,1.7655,1.3679
0.48038,1.5838,0.9249,0.29926,3.5826,1.9199,0.24219,3.178,1.8199,0.81165,1.6004,1.0576
0.07974,1.8412,0.95003,-0.06578,3.4869,1.8356,0.00182,3.3273,1.7987,0.50387,1.6482,0.95143
-0.19448,2.4217,1.2128,-0.35807,3.4327,1.7661,-0.32242,3.1788,1.6936,0.17468,2.1372,1.1575
-0.60349,3.2011,1.5896,-0.59835,3.0334,1.5795,-0.68623,3.1953,1.6931,-0.12602,2.8783,1.4823
-1.0253,3.5112,1.7685,-0.87193,2.9817,1.5511,-0.93173,3.0013,1.5835,-0.53408,3.6081,1.8115
-1.2536,3.4915,1.6953,-1.0572,2.8937,1.4866,-1.1315,2.7476,1.4697,-0.90843,3.8698,1.9173
-1.0136,3.4147,1.3788,-1.2057,3.1242,1.4666,-1.14,2.7579,1.3145,-1.1561,3.512,1.7876
-0.8606,2.9265,1.032,-0.82834,3.1976,1.1194,-0.81956,2.8304,1.0295,-0.8902,3.5696,1.5067
-0.6278,2.6269,0.74234,-0.55704,3.2182,0.83972,-0.44546,2.9883,0.73394,-0.53001,3.7371,1.2069
-0.27587,2.3724,0.43675,-0.26751,3.2449,0.55817,-0.11058,3.0176,0.4158,-0.21763,3.7756,0.89659
0.1606,2.395,0.13031,-0.01048,3.164,0.28731,0.18598,3.142,0.11208,0.06742,3.7123,0.57662
0.2759,2.3724,-0.4368,0.218,3.7756,-0.897,0.111,3.0175,-0.416,0.2675,3.2449,-0.5582
0.6278,2.6269,-0.7423,0.53,3.7371,-1.21,0.446,2.9883,-0.734,0.557,3.2182,-0.8397
0.8606,2.9264,-1.032,0.89,3.5696,-1.51,0.82,2.8304,-1.03,0.8283,3.1976,-1.1194
1.0136,3.4147,-1.3787,1.16,3.512,-1.79,1.14,2.7579,-1.31,1.2057,3.1242,-1.4666
1.2536,3.4915,-1.6953,0.908,3.8698,-1.92,1.13,2.7476,-1.47,1.0572,2.8937,-1.4866
1.0252,3.5112,-1.7685,0.534,3.6081,-1.81,0.932,3.0013,-1.58,0.8719,2.9817,-1.5511
0.6035,3.2011,-1.5896,0.126,2.8783,-1.48,0.686,3.1953,-1.69,0.5984,3.0334,-1.5795
0.1945,2.4217,-1.2128,-0.175,2.1372,-1.16,0.322,3.1788,-1.69,0.3581,3.4327,-1.7661
-0.0797,1.8412,-0.95,-0.504,1.6482,-0.951,-0.0018,3.3272,-1.8,0.0658,3.4869,-1.8356
-0.4804,1.5838,-0.9249,-0.812,1.6004,-1.06,-0.242,3.178,-1.82,-0.2993,3.5826,-1.9199
-0.6541,1.7344,-1.1803,-1.19,1.7655,-1.37,-0.697,2.7578,-1.6,-0.6618,3.3647,-1.8869
-0.9784,2.0125,-1.4875,-1.65,1.9771,-1.68,-1.23,2.0691,-1.24,-1.1519,2.8693,-1.7162
-1.8562,2.1175,-1.5971,-2.29,1.9581,-1.73,-1.91,1.8062,-1.19,-2.0095,1.9635,-1.3315
-2.2322,2.0739,-1.6974,-2.76,1.9608,-1.82,-2.28,1.706,-1.26,-2.0662,1.9904,-1.5249
