CL1,CD1,CM1
0.40476,2.9404,0.03591
0.35531,3.0489,0.06365
0.26531,2.9957,0.08325
0.18555,2.8815,0.1002
0.06019,2.7165,0.09996
-0.08503,2.6323,0.09514
-0.19626,2.4155,0.08748
-0.35673,2.0198,0.02698
-0.70653,1.8049,-0.16601
-0.4348,1.8116,0.01262
-0.00169,1.7394,0.26584
0.3913,1.705,0.5195
0.68281,1.7101,0.74465
0.79993,1.7437,0.91705
0.88897,1.7833,1.0625
1.0619,1.9153,1.2176
1.0816,2.0073,1.2976
1.1283,1.9775,1.2843
1.1672,1.9452,1.2467
1.3134,1.8274,1.1345
1.6579,1.5985,0.99594
1.5741,1.5143,0.87639
1.4822,1.4698,0.75838
0.87422,1.9413,0.87842
0.39573,2.4526,1.0697
0.11961,2.5973,1.0808
-0.14352,2.6854,1.0774
-0.3433,2.7479,1.0588
-0.53824,2.7883,1.0445
-0.72013,2.676,0.99827
-0.94372,2.5827,0.9736
-1.1345,2.5655,0.94193
-0.92776,2.5025,0.76585
-0.60343,2.4141,0.57103
-0.23553,2.2647,0.34434
0.11253,1.916,0.10467
0.53208,2.2547,-0.17667
-0.1125,1.916,-0.1047
0.2355,2.2647,-0.3443
0.6034,2.4141,-0.571
0.9278,2.5025,-0.7658
1.1345,2.5655,-0.9419
0.9437,2.5827,-0.9736
0.7201,2.676,-0.9983
0.5382,2.7883,-1.0445
0.3433,2.7479,-1.0588
0.1435,2.6854,-1.0774
-0.1196,2.5973,-1.0808
-0.3957,2.4526,-1.0697
-0.8742,1.9413,-0.8784
-1.4822,1.4697,-0.7584
-1.5741,1.5143,-0.8764
-1.6579,1.5985,-0.9959
-1.3134,1.8274,-1.1345
-1.1672,1.9452,-1.2467
-1.1283,1.9775,-1.2843
-1.0816,2.0073,-1.2976
-1.0619,1.9153,-1.2176
-0.889,1.7833,-1.0625
-0.7999,1.7437,-0.9171
-0.6828,1.7101,-0.7447
-0.3913,1.7049,-0.5195
0.0017,1.7394,-0.2658
0.4348,1.8116,-0.0126
0.7065,1.8049,0.166
0.3567,2.0198,-0.027
0.1963,2.4154,-0.0875
0.085,2.6323,-0.0951
-0.0602,2.7165,-0.1
-0.1856,2.8815,-0.1002
-0.2653,2.9957,-0.0832
-0.3553,3.0489,-0.0636
-0.4048,2.9404,-0.0359
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
