CL1,CD1,CM1,CL2,CD2,CM2,CL3,CD3,CM3,CL4,CD4,CM4
0.26258,2.9711,0.04255,0.3151,3.2374,-0.05046,0.44489,2.1524,0.14301,0.5409,2.81,-0.11251
0.19124,2.898,0.0735,0.22169,3.1451,-0.02247,0.50671,2.5043,0.20735,0.46421,2.8463,-0.08593
0.10966,2.879,0.09839,0.14841,2.9512,0.01075,0.38473,2.9847,0.23468,0.39463,2.8049,-0.04936
0.03476,2.7089,0.11476,0.07539,2.8446,0.0379,0.18991,3.2448,0.24022,0.32368,2.8272,-0.01461
-0.05777,2.5316,0.11863,-0.00926,2.7069,0.05435,0.02338,3.2781,0.24541,0.21935,2.7848,0.01618
-0.22025,2.3427,0.08791,-0.11121,2.6952,0.06362,-0.21434,3.1688,0.20014,0.00531,2.9885,-0.02441
-0.45706,2.0367,-0.02049,-0.19757,2.4582,0.06639,-0.75651,2.8002,-0.02593,-0.40325,2.5839,-0.13
-0.79619,1.9501,-0.20132,-0.32336,2.1911,0.03493,-1.1138,2.2211,-0.23923,-0.82288,2.1695,-0.28697
-0.38404,2.0524,0.10321,-0.62298,1.8855,-0.11738,-0.95838,1.7762,-0.24309,-0.94131,1.6749,-0.38143
0.15899,1.9517,0.45232,-0.68978,1.7856,-0.1225,-0.29384,1.4306,0.01638,-0.6604,1.3753,-0.31135
0.61931,2.0334,0.82488,-0.32014,1.9003,0.15791,0.29341,1.4915,0.28763,-0.40955,1.5672,-0.18909
0.91144,2.1488,1.127,0.04325,1.8551,0.38994,0.53423,1.8875,0.60531,-0.28047,1.8679,0.03381
1.0809,2.2233,1.31,0.33032,1.8794,0.61699,0.50837,2.2834,0.89291,-0.13123,1.9919,0.28706
1.1984,2.3394,1.4592,0.64156,2.0089,0.86788,0.65555,2.3712,1.0869,0.12273,1.9763,0.4987
1.2184,2.347,1.4854,0.92246,2.1364,1.0941,0.90026,2.4317,1.2967,0.4387,2.082,0.79676
1.2231,2.4435,1.5238,1.0641,2.1316,1.2066,1.0687,2.5167,1.4816,0.59772,2.1277,1.0088
1.2091,2.49,1.5024,1.0678,2.0749,1.2283,1.1627,2.5604,1.5729,1.0232,1.9831,1.1685
1.3317,2.4419,1.3987,1.0864,2.1322,1.2756,1.2368,2.6248,1.6237,1.6414,1.4158,1.1224
1.7312,2.1036,1.1365,1.0894,2.1709,1.2885,1.264,2.6072,1.5934,1.6476,1.1006,0.95193
