CL1,CD1,CM1,CL2,CD2,CM2,CL3,CD3,CM3,CL4,CD4,CM4
-0.01153,0.73618,-0.08943,0.1518,0.71386,0.0707,0.36224,0.51354,0.22897,-0.33312,0.7656,-0.34198
0.36116,0.68579,0.28581,0.72093,0.59603,0.44624,1.0177,0.58537,0.74559,0.17551,0.79344,0.04049
0.98352,0.60391,0.74587,0.84795,0.74161,0.624,0.8477,0.88574,0.70944,0.71013,0.7342,0.4831
1.0131,0.79176,0.83197,0.95635,0.89037,0.76922,0.92838,1.0003,0.85088,1.3799,0.68151,0.99479
0.97232,0.93387,0.86642,1.0285,1.022,0.86684,1.0143,1.1355,0.97257,1.4055,0.85533,1.0906
1.0495,1.0904,0.96139,1.0776,1.1279,0.94135,1.0987,1.296,1.1046,1.2432,1.0694,1.049
1.0999,1.2648,1.0528,1.1121,1.24,1.0033,1.206,1.5158,1.2557,1.1397,1.2858,1.0511
1.1543,1.4804,1.1628,1.2148,1.5177,1.1471,1.6706,1.2502,1.593,1.8605,1.1391,1.6292
1.1716,1.7107,1.2503,1.2268,1.7507,1.2275,1.3621,1.0185,1.3474,1.5178,1.0207,1.3763
1.1013,1.8386,1.2665,1.1795,1.92,1.254,1.0618,0.9109,1.005,1.2339,1.0874,1.0612
1.0056,1.9378,1.2456,1.0932,2.0531,1.2531,1.1159,1.3429,1.148,1.2748,1.5255,1.1924
0.88212,2.0091,1.2063,1.0083,2.2641,1.2955,0.90485,1.8733,1.265,1.1417,2.098,1.3281
0.77161,2.1245,1.2022,0.86609,2.3384,1.2552,0.73019,2.3244,1.3511,0.9765,2.4916,1.3647
0.64863,2.2111,1.1793,0.73447,2.4524,1.2375,0.59665,2.5351,1.3461,0.85571,2.6522,1.3793
0.53227,2.3055,1.1454,0.62082,2.5914,1.2261,0.44234,2.6321,1.3179,0.66328,2.643,1.2831
0.40759,2.4154,1.1262,0.49884,2.6681,1.1784,0.27467,2.631,1.2395,0.45809,2.8177,1.3099
0.29058,2.5018,1.0903,0.36928,2.7496,1.1367,0.12575,2.6374,1.1654,0.03166,2.618,1.1833
0.15435,2.5779,1.0488,0.24275,2.8091,1.0821,-0.0311,2.5636,1.0571,-0.2306,2.0857,0.88937
0.0414,2.6126,1.0007,0.11861,2.8643,1.0282,-0.17119,2.7253,1.0475,-0.17377,1.824,0.67109
-0.07409,2.5442,0.9,-0.00632,2.803,0.92898,-0.28688,2.6588,0.94656,-0.20972,2.2661,0.76862
-0.17216,2.5168,0.81812,-0.10279,2.7033,0.82202,-0.36796,2.4852,0.80446,-0.35638,2.8458,0.94431
-0.27967,2.6359,0.78771,-0.17646,2.6073,0.71014,-0.45673,2.4181,0.69744,-0.33737,2.6761,0.79217
-0.34773,2.5742,0.71474,-0.22455,2.4386,0.58266,-0.5257,2.3976,0.62469,-0.42267,2.6079,0.71321
-0.43497,2.4861,0.6386,-0.25918,2.3424,0.49289,-0.57456,2.2894,0.53244,-0.55254,2.5738,0.65048
-0.60076,2.2283,0.51973,-0.28907,2.2491,0.41527,-0.5979,2.1818,0.44786,-0.71027,2.486,0.5837
-0.67788,1.8154,0.38225,-0.32942,2.2881,0.38141,-0.62949,2.1437,0.39503,-0.86097,2.172,0.47875
-0.62933,1.3789,0.26076,-0.32514,2.1393,0.31042,-0.61524,2.0378,0.32139,-0.83232,1.7117,0.34937
