CL1,CD1,CM1
0.148360,0.648920,0.058480
1.003300,0.587250,0.933860
2.163000,0.388790,2.062400
1.734800,0.855010,1.703200
1.581600,1.096200,1.648500
1.634100,1.302700,1.765600
1.789900,1.607300,1.991000
1.800100,1.916700,2.125700
1.731900,2.136900,2.187800
1.648300,2.398400,2.256200
1.516300,2.602200,2.261700
1.332500,2.695100,2.204800
1.156800,2.868900,2.194900
0.951240,2.917500,2.108000
0.741080,2.897500,1.973800
0.558600,2.995300,1.912400
0.356290,2.914700,1.748000
0.172990,3.001300,1.684500
-0.020110,3.022800,1.588100
-0.205890,2.957700,1.457300
-0.353800,2.888400,1.326800
-0.499810,2.859400,1.226400
-0.646670,2.743400,1.089500
-0.727660,2.602000,0.949380
-0.792330,2.524100,0.837990
-0.811250,2.343600,0.707560
-0.814390,2.216700,0.612440
-0.769800,2.048700,0.503230
-0.645300,1.842500,0.386880
-0.500810,1.624900,0.274750
-0.333170,1.426500,0.180920
-0.147360,1.232600,0.097150
0.291190,1.015900,-0.135240
0.677270,0.810180,-0.263910
0.772930,0.711980,-0.219130
0.363660,0.603580,-0.104680
-0.073180,0.776550,0.017870
-0.363660,0.603580,0.104680
-0.772930,0.711980,0.219130
-0.677270,0.810180,0.263910
-0.291190,1.015900,0.135240
0.147360,1.232600,-0.097150
0.333170,1.426500,-0.180920
0.500810,1.624900,-0.274750
0.645300,1.842500,-0.386880
0.769800,2.048700,-0.503230
0.814390,2.216700,-0.612440
0.811250,2.343600,-0.707560
0.792330,2.524100,-0.837990
0.727660,2.602000,-0.949380
0.646670,2.743400,-1.089500
0.499810,2.859400,-1.226400
0.353800,2.888400,-1.326800
0.205890,2.957700,-1.457300
0.020110,3.022800,-1.588100
-0.172990,3.001300,-1.684500
-0.356290,2.914700,-1.748000
-0.558600,2.995300,-1.912400
-0.741080,2.897500,-1.973800
-0.951240,2.917500,-2.108000
-1.156800,2.868900,-2.194900
-1.332500,2.695100,-2.204800
-1.516300,2.602200,-2.261700
-1.648300,2.398400,-2.256200
-1.731900,2.136900,-2.187800
-1.800100,1.916700,-2.125700
-1.789900,1.607300,-1.991000
-1.634100,1.302700,-1.765600
-1.581600,1.096200,-1.648500
-1.734800,0.855010,-1.703200
-2.163000,0.388790,-2.062400
-1.003300,0.587250,-0.933860
-0.148400,0.648900,-0.058500
