CL1,CD1,CM1,CL2,CD2,CM2,CL3,CD3,CM3,CL4,CD4,CM4
-0.035050,0.709350,-0.122290,0.168920,0.628710,0.082770,0.300660,0.512490,0.185090,-0.271110,0.756040,-0.326040
0.343240,0.677520,0.262140,0.771180,0.565290,0.482720,0.949660,0.552440,0.718730,0.251370,0.797100,0.060400
1.013800,0.589780,0.770100,0.811410,0.715250,0.618660,0.868360,0.849790,0.730230,0.731350,0.739890,0.464890
1.102200,0.747320,0.904890,0.903020,0.852510,0.743610,0.886710,0.974010,0.836880,1.397700,0.657490,1.001100
0.947490,0.925960,0.866440,0.939130,0.975200,0.827180,0.953450,1.115500,0.950660,1.393500,0.851630,1.072400
0.964300,1.065200,0.930360,0.981970,1.082800,0.896140,1.054900,1.274900,1.086700,1.218600,1.064600,1.017400
1.016400,1.221000,1.015000,1.106000,1.293700,1.044300,1.127300,1.447100,1.214800,1.172000,1.349600,1.094800
1.044700,1.400600,1.117100,1.143900,1.478600,1.117600,1.626500,1.188000,1.552000,1.928000,1.076600,1.678900
1.038900,1.573300,1.172000,1.161800,1.720200,1.211300,1.349000,0.999050,1.333300,1.625700,0.946550,1.443700
0.984860,1.701800,1.195500,1.112700,1.882100,1.235600,1.031500,0.869410,0.984830,1.282700,1.014400,1.097900
0.902270,1.785600,1.177500,1.038900,2.042600,1.253300,1.069900,1.245300,1.091600,1.331100,1.502500,1.241600
0.809720,1.891300,1.172200,0.955320,2.251100,1.293500,0.890010,1.798000,1.236300,1.144300,2.079300,1.351900
0.685610,1.957200,1.136200,0.830330,2.359900,1.271100,0.689970,2.185800,1.295500,0.926680,2.423600,1.368900
0.597210,2.178300,1.204800,0.689920,2.443700,1.240700,0.562010,2.538100,1.375300,0.786890,2.562200,1.354200
0.484070,2.275200,1.177500,0.579580,2.592300,1.232800,0.397160,2.655100,1.348500,0.619580,2.615000,1.289000
0.362660,2.361700,1.145600,0.453800,2.667900,1.184800,0.224620,2.652800,1.272100,0.422920,2.793700,1.326900
0.246010,2.470800,1.130300,0.321420,2.756500,1.142500,0.069290,2.587700,1.164000,0.060460,2.628700,1.216200
0.111900,2.498500,1.065100,0.189290,2.847600,1.104000,-0.088960,2.609100,1.097900,-0.193030,2.061500,0.913000
