CL1,CD1,CM1
0.152160,0.595970,0.111410
1.221800,0.384780,1.187800
1.900100,0.323540,1.985100
2.520800,0.261450,2.709200
1.297000,0.986010,1.520900
1.328500,1.171000,1.624200
1.438100,1.433100,1.860200
1.494500,1.715800,2.003700
1.423600,1.898800,2.073100
1.318900,2.090300,2.139700
1.212100,2.286400,2.175600
1.059600,2.410600,2.158600
0.885410,2.500800,2.103600
0.730980,2.646300,2.111500
0.559830,2.660700,1.973800
0.388790,2.699600,1.897600
0.220430,2.706000,1.765800
0.040540,2.708000,1.649200
-0.117920,2.642700,1.533100
-0.256910,2.611500,1.411700
-0.388480,2.575000,1.296000
-0.513830,2.447900,1.135900
-0.659260,2.379300,1.029600
-0.750170,2.316600,0.935950
-0.805440,2.226700,0.813430
-0.840320,2.096400,0.677950
-0.840490,2.015900,0.588880
-0.787140,1.842700,0.468980
-0.693170,1.657400,0.347520
-0.529530,1.447300,0.234180
-0.328750,1.217000,0.116240
-0.014550,1.001700,-0.045130
0.402890,0.772790,-0.263090
0.515370,0.668250,-0.243970
0.475050,0.586880,-0.168810
0.221130,0.462750,-0.103450
-0.141940,0.532900,0.047640
-0.221100,0.462700,0.103400
-0.475100,0.586900,0.168800
-0.515400,0.668200,0.244000
-0.402900,0.772800,0.263100
0.014600,1.001700,0.045100
0.328700,1.217000,-0.116200
0.529500,1.447300,-0.234200
0.693200,1.657400,-0.347500
0.787100,1.842700,-0.469000
0.840500,2.015800,-0.588900
0.840300,2.096400,-0.678000
0.805400,2.226700,-0.813400
0.750200,2.316600,-0.935900
0.659300,2.379300,-1.029600
0.513800,2.447900,-1.135900
0.388500,2.575000,-1.296000
0.256900,2.611500,-1.411700
0.117900,2.642700,-1.533100
-0.040500,2.708000,-1.649200
-0.220400,2.706000,-1.765800
-0.388800,2.699600,-1.897600
-0.559800,2.660700,-1.973800
-0.731000,2.646300,-2.111500
-0.885400,2.500800,-2.103600
-1.059500,2.410600,-2.158600
-1.212100,2.286400,-2.175600
-1.318900,2.090300,-2.139700
-1.423600,1.898800,-2.073100
-1.494500,1.715800,-2.003700
-1.438100,1.433100,-1.860200
-1.328500,1.171000,-1.624200
-1.297000,0.986000,-1.520900
-2.520800,0.261400,-2.709200
-1.900100,0.323500,-1.985100
-1.221800,0.384800,-1.187800
-0.152200,0.596000,-0.111400
