CL1,CD1,CM1,CL2,CD2,CM2,CL3,CD3,CM3,CL4,CD4,CM4
0.654240,0.489160,0.569060,0.784140,0.435240,0.645210,-0.843370,0.602100,-1.031100,-0.436900,0.553830,-0.481680
1.610800,0.375510,1.603700,1.554800,0.375400,1.454200,-0.319980,0.609050,-0.426950,0.362260,0.526560,0.369160
2.296900,0.328370,2.407700,2.160400,0.354260,2.152100,0.329670,0.548720,0.280130,1.216600,0.427710,1.299700
1.549100,0.857070,1.751800,2.555300,0.405370,2.595900,1.202700,0.499140,1.228200,1.973600,0.404910,2.174000
1.276900,1.154100,1.540900,2.527800,0.617900,2.582000,1.848700,0.477050,2.018400,1.535700,0.822970,1.768100
1.335900,1.380700,1.707800,1.458400,1.257400,1.714600,2.543800,0.467920,2.742400,1.475000,1.119600,1.745500
1.368000,1.595700,1.878300,1.502800,1.535100,1.850100,1.922600,1.014100,2.157500,1.678700,1.396900,2.018400
1.407100,1.851600,2.014100,1.408900,1.816800,1.889700,2.567500,0.643670,2.852500,2.011800,1.181100,2.342900
1.388700,2.077000,2.115400,1.396900,2.101500,1.994200,1.873400,0.598780,2.070500,1.511300,0.939940,1.822800
1.306000,2.293700,2.172000,1.333800,2.334700,2.054000,1.512200,0.741040,1.611300,1.349700,0.985480,1.556700
1.188800,2.505300,2.206600,1.210500,2.585800,2.106900,1.680100,1.243300,1.910100,1.424900,1.546800,1.831700
1.053900,2.685600,2.222800,1.061900,2.712900,2.063600,1.566800,1.860500,2.094200,1.290400,2.135100,2.016200
0.875760,2.863500,2.255600,0.831270,2.764000,1.991800,1.398800,2.474900,2.275600,1.091200,2.564100,2.113400
0.671190,2.931100,2.183700,0.694210,2.994200,2.026400,1.139400,2.943900,2.372200,0.908030,2.893900,2.181500
0.478900,3.012000,2.149800,0.487930,3.122300,2.004000,0.889850,3.066800,2.331800,0.705740,3.096600,2.200500
0.267950,3.093100,2.069100,0.289480,3.184100,1.935100,0.658020,3.094200,2.223200,0.401260,3.046800,2.067200
0.058380,3.041400,1.934800,0.094440,3.341000,1.914800,0.437850,3.199600,2.177500,0.096760,2.696700,1.770100
-0.137250,3.210500,1.913700,-0.103960,3.386900,1.839600,0.239170,3.336500,2.136400,-0.107100,2.037200,1.319800
-0.301540,3.125100,1.816700,-0.296550,3.452200,1.774800,0.046060,3.462600,2.077700,-0.019250,1.800500,1.001600
-0.445390,2.917400,1.563900,-0.476080,3.283200,1.591300,-0.172210,3.362600,1.895100,-0.121130,2.446400,1.229600
-0.555690,2.825300,1.402000,-0.601660,3.088200,1.394700,-0.361320,3.265700,1.725100,-0.354430,2.984900,1.465400
-0.640820,2.749000,1.267500,-0.727750,2.984800,1.258000,-0.531150,3.273300,1.619300,-0.576290,3.181500,1.468400
-0.734750,2.686600,1.156400,-0.793920,2.746000,1.072400,-0.677360,3.220300,1.505000,-0.698630,3.014800,1.299600
-0.863040,2.611100,1.104400,-0.849840,2.571200,0.903970,-0.864010,3.260800,1.402600,-0.826990,2.835700,1.144100
-0.901180,2.166000,0.818170,-0.866090,2.425600,0.766940,-0.981020,3.098000,1.247600,-0.907700,2.513100,0.949220
-0.911800,1.791200,0.578190,-0.838990,2.243600,0.619850,-1.056900,2.838500,1.041300,-0.916380,2.121400,0.736920
-0.763990,1.306200,0.362600,-0.767120,2.053600,0.494140,-0.981440,2.392600,0.756840,-0.779220,1.588200,0.506850
-0.493550,1.230700,0.218330,-0.722440,1.907100,0.398800,-1.071500,2.443400,0.740350,-0.567530,1.534200,0.391900
-0.471130,1.551000,0.216890,-0.551170,1.654400,0.262620,-1.030500,2.263100,0.620000,-0.494060,1.693900,0.334300
-0.487600,1.581800,0.233480,-0.358760,1.397000,0.142860,-0.904360,1.945900,0.444230,-0.596980,1.883500,0.395470
-0.231770,1.224800,0.075960,-0.139310,1.177800,0.018340,-0.730170,1.612600,0.291980,-0.472980,1.619300,0.265010
0.158540,0.974360,-0.146800,0.216470,0.935390,-0.187990,-0.510690,1.417500,0.180460,-0.240080,1.339700,0.128110
0.535890,0.747710,-0.301000,0.416750,0.759120,-0.299600,-0.286890,1.229800,0.070780,0.151230,1.034500,-0.097780
0.506720,0.710440,-0.208080,0.429520,0.698330,-0.237950,0.102200,1.012200,-0.117360,0.520980,0.815630,-0.256830
0.187550,0.562600,-0.108600,0.310530,0.627630,-0.137080,0.446380,0.770000,-0.266650,0.501110,0.704670,-0.167370
0.024420,0.390690,-0.016980,0.032850,0.531490,-0.045800,0.494310,0.691680,-0.205980,0.315930,0.580210,-0.079200
-0.021030,0.429640,0.138290,-0.158160,0.561670,0.104900,0.391400,0.583420,-0.120330,0.099910,0.488740,0.023620
-0.024400,0.390700,0.017000,-0.315900,0.580200,0.079200,-0.494300,0.691700,0.206000,-0.032800,0.531500,0.045800
-0.187600,0.562600,0.108600,-0.501100,0.704700,0.167400,-0.446400,0.770000,0.266600,-0.310500,0.627600,0.137100
-0.506700,0.710400,0.208100,-0.521000,0.815600,0.256800,-0.102200,1.012200,0.117400,-0.429500,0.698300,0.238000
-0.535900,0.747700,0.301000,-0.151200,1.034500,0.097800,0.286900,1.229800,-0.070800,-0.416800,0.759100,0.299600
-0.158500,0.974400,0.146800,0.240100,1.339700,-0.128100,0.510700,1.417500,-0.180500,-0.216500,0.935400,0.188000
0.231800,1.224800,-0.076000,0.473000,1.619300,-0.265000,0.730200,1.612600,-0.292000,0.139300,1.177800,-0.018300
0.487600,1.581800,-0.233500,0.597000,1.883500,-0.395500,0.904400,1.945900,-0.444200,0.358800,1.397000,-0.142900
0.471100,1.551000,-0.216900,0.494100,1.693900,-0.334300,1.030500,2.263100,-0.620000,0.551200,1.654400,-0.262600
0.493500,1.230700,-0.218300,0.567500,1.534200,-0.391900,1.071500,2.443400,-0.740300,0.722400,1.907100,-0.398800
0.764000,1.306200,-0.362600,0.779200,1.588200,-0.506900,0.981400,2.392600,-0.756800,0.767100,2.053600,-0.494100
0.911800,1.791200,-0.578200,0.916400,2.121400,-0.736900,1.056900,2.838500,-1.041300,0.839000,2.243600,-0.619800
0.901200,2.166000,-0.818200,0.907700,2.513100,-0.949200,0.981000,3.098000,-1.247600,0.866100,2.425600,-0.766900
0.863000,2.611100,-1.104400,0.827000,2.835700,-1.144100,0.864000,3.260700,-1.402600,0.849800,2.571200,-0.904000
0.734800,2.686600,-1.156400,0.698600,3.014800,-1.299600,0.677400,3.220300,-1.505000,0.793900,2.746000,-1.072400
0.640800,2.749000,-1.267400,0.576300,3.181500,-1.468400,0.531200,3.273300,-1.619300,0.727800,2.984800,-1.257900
0.555700,2.825300,-1.402000,0.354400,2.984900,-1.465400,0.361300,3.265700,-1.725100,0.601700,3.088200,-1.394700
0.445400,2.917400,-1.563900,0.121100,2.446400,-1.229600,0.172200,3.362600,-1.895100,0.476100,3.283200,-1.591300
0.301500,3.125100,-1.816700,0.019200,1.800500,-1.001600,-0.046100,3.462600,-2.077700,0.296500,3.452200,-1.774800
0.137200,3.210400,-1.913700,0.107100,2.037200,-1.319800,-0.239200,3.336500,-2.136400,0.104000,3.386900,-1.839600
-0.058400,3.041400,-1.934800,-0.096800,2.696700,-1.770100,-0.437800,3.199600,-2.177500,-0.094400,3.341000,-1.914800
-0.268000,3.093100,-2.069100,-0.401300,3.046800,-2.067200,-0.658000,3.094200,-2.223200,-0.289500,3.184100,-1.935100
-0.478900,3.012000,-2.149800,-0.705700,3.096600,-2.200500,-0.889900,3.066800,-2.331700,-0.487900,3.122300,-2.004000
-0.671200,2.931100,-2.183700,-0.908000,2.893900,-2.181500,-1.139400,2.943900,-2.372200,-0.694200,2.994200,-2.026400
-0.875800,2.863500,-2.255600,-1.091200,2.564100,-2.113400,-1.398800,2.474900,-2.275600,-0.831300,2.764000,-1.991800
-1.053900,2.685600,-2.222800,-1.290400,2.135100,-2.016200,-1.566800,1.860500,-2.094200,-1.061900,2.712900,-2.063600
-1.188800,2.505300,-2.206600,-1.424800,1.546800,-1.831700,-1.680100,1.243300,-1.910100,-1.210500,2.585800,-2.106900
-1.306000,2.293700,-2.172000,-1.349700,0.985500,-1.556700,-1.512200,0.741000,-1.611300,-1.333800,2.334700,-2.054000
