time,u_x,u_y,u_z
12.225883,-33.87530666200308,-0.4703078402255503,1.651727634924236
12.325883,-34.47517547764519,-0.4701522253649798,1.866759704995926
12.425883,-35.08489330533803,-0.4506815425259671,2.07104134014963
12.525883,-35.70307408536718,-0.4119533035796096,2.263362560855712
12.625883,-36.32819028968332,-0.3542307390311402,2.442792093748416
12.725883,-36.95861339252985,-0.2773408703420926,2.608340669485248
12.825883,-37.59265794224878,-0.1806971767561295,2.758965051089567
12.925883,-38.22831437895312,-0.06402487639639064,2.893855533651048
13.025883,-38.86341275960962,0.07223880827034866,3.012763991284027
13.125883,-39.49583787243618,0.227290833310404,3.115787682131424
13.225883,-40.12333402749179,0.4004862303039484,3.202851886713658
13.325883,-40.74357581125898,0.5913304894520279,3.273674760072608
13.425883,-41.35438366362649,0.7989374096949893,3.328172659950885
13.525883,-41.95392842060345,1.021746778735261,3.366810802539434
13.625883,-42.54087653509336,1.258045421398108,3.390271461331135
13.725883,-43.11401353716678,1.50637782427717,3.398949954040681
13.825883,-43.67213483086269,1.765539091699811,3.392876619314221
13.925883,-44.21440542874306,2.034230624164017,3.372163808338777
14.025883,-44.7404699933962,2.310847721477638,3.337269258683227
14.125883,-45.25023505096267,2.59384586262504,3.288669519505524
14.225883,-45.74338785287203,2.882000149543232,3.226385501752846
14.325883,-46.21928447738301,3.174179694263728,3.150157801214258
14.425883,-46.67754205608962,3.46919136900524,3.059879965971156
14.525883,-47.11836044817774,3.765732464864451,2.955820598573293
14.625883,-47.54212927649203,4.062559383521423,2.838272238543898
14.725883,-47.94888299254931,4.358628046925666,2.707088455709922
14.825883,-48.33822641244598,4.652831434770166,2.561905500243838
14.925883,-48.70989831892085,4.943974304552995,2.402571558161771
15.025883,-49.06409132876556,5.230850748980841,2.229307264245776
15.125883,-49.40101860822421,5.512145521974072,2.042563638551594
15.225883,-49.72043981349334,5.78640561839749,1.842706041161086
15.325883,-50.02181313588226,6.052050672453992,1.630087480266766
15.425883,-50.30485494010292,6.307565056261701,1.405408446560788
15.525883,-50.56973278175726,6.551771820017548,1.169644278599748
15.625883,-50.81658813195932,6.783602552987143,0.9239637479284191
15.725883,-51.0450499774709,7.001795053820258,0.6695963156284774
15.825883,-51.25444211956623,7.204941733011657,0.4078394787440269
15.925883,-51.44443667925272,7.391773831350714,0.1403069473752064
16.025883,-51.61531516593019,7.561396808544782,-0.1311264461170145
16.125883,-51.76764984363392,7.713022143043939,-0.4044403160196594
16.225883,-51.90198907190819,7.845576757423388,-0.6773725412524776
16.325883,-52.01896414272284,7.957846861720905,-0.9475967369868241
16.425883,-52.11971277137798,8.048983045579599,-1.212871088178044
16.525883,-52.20597331593279,8.118730331124398,-1.47114139989022
16.625883,-52.2797134905976,8.167090728805794,-1.720652074337465
16.725883,-52.34287255869826,8.193877086192741,-1.959744781644422
16.825883,-52.39736590572799,8.198840299850854,-2.186922261872191
16.925883,-52.44523044730636,8.182166557148927,-2.401098724048598
17.025883,-52.48866684498815,8.144664988763191,-2.601589431242349
17.125883,-52.52978167682407,8.08729360002534,-2.787915200866616
17.225883,-52.57047224848684,8.010682121963164,-2.959519160719199
17.325883,-52.61250497322568,7.915290240741514,-3.115761038136362
17.425883,-52.65746378696542,7.801863794484121,-3.256415353177021
17.525883,-52.70671015738496,7.671573025502333,-3.381787018349776
17.625883,-52.76134665817646,7.52557257907241,-3.492319695074888
17.725883,-52.82229865685498,7.364566379810413,-3.588145778623667
17.825883,-52.89048390614254,7.189037326182788,-3.669060103649363
17.925883,-52.96670664029241,6.999661726573451,-3.735029023697838
18.025883,-53.05156357453239,6.797385240194193,-3.786417882869649
18.125883,-53.14561056953243,6.583167949561745,-3.823540288359921
18.225883,-53.24952763676519,6.357646553523445,-3.846251932133039
18.325883,-53.36409905439404,6.121341547656787,-3.854111929011768
18.425883,-53.48990103598778,5.874994989603252,-3.846911721344468
18.525883,-53.6271066368259,5.619442868461044,-3.82488960224278
18.625883,-53.77584733097491,5.355397830475018,-3.78819046413876
18.725883,-53.93663760319701,5.083343670628055,-3.736382336687328
18.825883,-54.11034837238169,4.803717711326089,-3.66867830418572
18.925883,-54.29777402626117,4.517256465731752,-3.58455925940209
19.025883,-54.499395031122,4.22491096928273,-3.483974858182486
19.125883,-54.71575967325158,3.927754156972857,-3.366932704063182
19.225883,-54.94794454094815,3.627124234409333,-3.23311948465739
19.325883,-55.19739377596693,3.324593052860839,-3.082186469042929
19.425883,-55.46532214125128,3.021915675584027,-2.914296370442698
19.525883,-55.75247751653351,2.720884202684145,-2.730193662050761
19.625883,-56.05959873278186,2.423279374425935,-2.530774138015913
19.725883,-56.38781052470905,2.131147948230145,-2.316828061123773
19.825883,-56.738287637552,1.846777928336641,-2.089281521635581
19.925883,-57.11154658382283,1.572364645432187,-1.849580491004319
20.025883,-57.5072426466284,1.309857395142233,-1.599692275527553
20.125883,-57.92479270306378,1.061040777309482,-1.341699090255614
20.225883,-58.36386862338009,0.8278105137928723,-1.077586808122349
